,Цена,Год,Километраж,Количество дверей,Количество мест,Длина,Ширина,Высота,Максимальная скорость,Разгон до 100,Лошадиные силы,Обороты в минуту,Город_ekaterinburg,Город_moskva,Город_novosibirsk,Город_rostov-na-donu,Город_sankt-peterburg,Город_vladivostok,Класс автомобиля_B,Класс автомобиля_C,Класс автомобиля_D,Класс автомобиля_E,Класс автомобиля_F,Класс автомобиля_J,Класс автомобиля_M,Коробка передач_Автомат,Коробка передач_Вариатор,Коробка передач_Механика,Коробка передач_Робот,Тип привода_задний,Тип привода_передний,Тип привода_полный,Тип двигателя_Электро,Тип двигателя_бензиновый,Тип двигателя_гибридный,Тип двигателя_дизельный
128,3510000.0,2022.0,14000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
130,710000.0,2012.0,134000.0,5.0,5.0,4649.0,1810.0,1745.0,160.0,11.0,136.0,5000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
131,760000.0,2012.0,171000.0,5.0,5.0,4649.0,1810.0,1745.0,160.0,11.0,136.0,5000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
132,2100000.0,2022.0,8000.0,5.0,5.0,4318.0,1831.0,1662.0,190.0,9.7,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
133,580000.0,2010.0,152000.0,5.0,5.0,4620.0,1800.0,1800.0,180.0,13.5,122.0,5250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
134,3540000.0,2023.0,30000.0,5.0,5.0,4760.0,1907.0,1700.0,204.0,8.7,218.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
135,1930000.0,2020.0,96000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
136,1620000.0,2021.0,44000.0,5.0,5.0,4318.0,1831.0,1662.0,165.0,14.6,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
138,1760000.0,2021.0,46000.0,5.0,5.0,4318.0,1831.0,1662.0,190.0,9.7,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
139,1900000.0,2023.0,20000.0,5.0,5.0,4318.0,1831.0,1662.0,165.0,14.6,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
140,510000.0,2008.0,149000.0,5.0,5.0,4620.0,1800.0,1775.0,170.0,11.0,126.0,5250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
141,2600000.0,2023.0,9000.0,5.0,5.0,4500.0,1842.0,1705.0,192.0,9.8,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
142,650000.0,2011.0,154000.0,5.0,5.0,4620.0,1800.0,1800.0,180.0,13.5,122.0,5250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
144,3850000.0,2023.0,16000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
146,1680000.0,2021.0,78000.0,5.0,5.0,4318.0,1831.0,1662.0,165.0,14.6,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
147,2480000.0,2021.0,43000.0,5.0,5.0,4615.0,1846.0,1655.0,195.0,10.178483835005611,190.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
148,2080000.0,2022.0,69000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
149,2350000.0,2022.0,5000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
150,2250000.0,2021.0,82000.0,5.0,5.0,4615.0,1846.0,1655.0,195.0,10.178483835005617,190.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
151,1850000.0,2019.0,84000.0,5.0,5.0,4649.0,1852.0,1727.0,188.03164556962025,10.178483835005617,143.0,5600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
152,1880000.0,2023.0,17000.0,5.0,5.0,4318.0,1831.0,1662.0,165.0,14.6,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
153,2810000.0,2022.0,25000.0,5.0,5.0,4691.0,1866.0,1660.0,195.0,10.178483835005617,190.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
155,2120000.0,2022.0,26000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,9.9,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
156,1540000.0,2021.0,33000.0,5.0,5.0,4200.0,1760.0,1570.0,179.16184971098266,11.22996845425868,102.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
157,2260000.0,2019.0,85000.0,5.0,5.0,4620.0,1846.0,1690.0,195.0,9.0,190.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
158,2270000.0,2023.0,8000.0,5.0,5.0,4664.0,1830.0,1729.0,175.0,10.178483835005617,143.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
159,2120000.0,2023.0,4000.0,5.0,5.0,4318.0,1831.0,1662.0,165.0,14.6,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
160,2550000.0,2023.0,16000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,8.6,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
161,2250000.0,2021.0,49000.0,5.0,5.0,4615.0,1846.0,1655.0,180.0,9.0,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
162,2890000.0,2022.0,13000.0,5.0,5.0,4780.0,1885.0,1730.0,185.0,9.8,186.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
163,4230000.0,2023.0,14000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
164,1300000.0,2013.0,86000.0,5.0,5.0,4620.0,1800.0,1800.0,160.0,11.165384615384616,115.0,5200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
166,3810000.0,2023.0,18000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,10.178483835005617,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
167,3300000.0,2021.0,74000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
168,2320000.0,2023.0,23000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
170,3690000.0,2023.0,1000.0,5.0,5.0,4450.0,1836.0,1572.0,190.0,3.7,428.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
171,7860000.0,2023.0,1000.0,5.0,6.0,5218.0,1998.0,1800.0,180.0,5.3,449.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
172,7080000.0,2023.0,1000.0,5.0,5.0,5050.0,1995.0,1750.0,180.0,5.3,449.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
174,4410000.0,2023.0,5000.0,5.0,7.0,4970.0,1940.0,1788.0,195.0,8.5,249.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
175,290000.0,2010.0,156000.0,5.0,5.0,4282.0,1792.0,1467.0,180.0,14.8,117.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
176,1870000.0,2020.0,65000.0,5.0,5.0,4640.0,1850.0,1705.0,180.0,8.39016393442623,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
177,810000.0,2011.0,154000.0,5.0,5.0,4649.0,1810.0,1745.0,160.0,11.0,136.0,5000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
178,1890000.0,2020.0,49000.0,5.0,7.0,4700.0,1860.0,1705.0,200.0,10.0,170.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
179,2210000.0,2020.0,84000.0,5.0,5.0,4620.0,1846.0,1690.0,195.0,9.0,190.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
180,2210000.0,2021.0,32000.0,5.0,5.0,4500.0,1855.0,1690.0,180.0,11.8,143.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
181,1380000.0,2020.0,47000.0,5.0,5.0,4318.0,1831.0,1662.0,175.0,13.9,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
182,1510000.0,2023.0,71000.0,4.0,5.0,4670.0,1825.0,1483.0,210.0,10.178483835005617,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
183,2370000.0,2023.0,59000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,8.6,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
184,580000.0,2013.0,93000.0,5.0,5.0,4325.0,1790.0,1690.0,170.0,14.5,128.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
185,3300000.0,2021.0,72000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
187,2200000.0,2021.0,59000.0,5.0,5.0,4519.0,1831.0,1694.0,185.0,13.1,149.0,5300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
188,1970000.0,2020.0,98000.0,5.0,5.0,4650.0,1850.0,1695.0,180.0,8.39016393442623,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
189,2640000.0,2023.0,1000.0,5.0,5.0,4780.0,1885.0,1730.0,185.0,9.8,186.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
190,410000.0,2009.0,122000.0,5.0,5.0,4285.0,1765.0,1715.0,175.0,12.2,136.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
191,3330000.0,2022.0,18000.0,5.0,7.0,4722.0,1860.0,1705.0,195.0,8.5,197.0,5000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
192,2420000.0,2023.0,1000.0,5.0,5.0,4533.0,1848.0,1699.0,205.0,10.2,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
193,1810000.0,2021.0,66000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
194,2700000.0,2024.0,10000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
195,2120000.0,2021.0,30000.0,5.0,5.0,4519.0,1831.0,1694.0,185.0,13.1,149.0,5300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
196,2170000.0,2022.0,22000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,9.9,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
197,2130000.0,2023.0,1000.0,5.0,5.0,4533.0,1848.0,1699.0,186.0,10.5,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
199,2540000.0,2022.0,4000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
200,3110000.0,2021.0,39000.0,5.0,7.0,4836.0,1910.0,1770.0,193.128,5.411006711409378,190.0,5200.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
202,2530000.0,2023.0,1000.0,5.0,5.0,4472.0,1841.0,1574.0,185.0,9.8,143.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
203,2660000.0,2023.0,21000.0,5.0,5.0,4544.0,1831.0,1713.0,188.03164556962025,10.178483835005618,177.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
204,2230000.0,2023.0,23000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
205,2090000.0,2023.0,33000.0,5.0,5.0,4400.0,1830.0,1588.0,195.0,9.9,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
207,1530000.0,2019.0,101000.0,5.0,5.0,4540.0,1834.0,1707.0,175.0,10.178483835005617,139.0,5600.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
209,2780000.0,2023.0,6000.0,5.0,7.0,4835.0,1900.0,1780.0,190.0,11.0,177.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
210,1730000.0,2021.0,78000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
211,2480000.0,2022.0,2000.0,5.0,5.0,4500.0,1842.0,1705.0,186.0,9.8,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
212,2220000.0,2021.0,71000.0,5.0,5.0,4640.0,1850.0,1705.0,180.0,8.39016393442623,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
213,2000000.0,2019.0,76000.0,5.0,5.0,4519.0,1831.0,1694.0,185.0,13.1,149.0,5300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
214,1920000.0,2023.0,30000.0,4.0,5.0,4644.0,1814.0,1493.0,190.0,9.7,147.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
215,1720000.0,2023.0,31000.0,4.0,5.0,4660.0,1820.0,1480.0,180.0,10.178483835005618,105.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
216,4120000.0,2023.0,17000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
217,3270000.0,2021.0,35000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,6.9,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
218,1970000.0,2021.0,47000.0,5.0,5.0,4335.0,1825.0,1660.0,164.0,14.0,117.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
219,3610000.0,2022.0,34000.0,5.0,7.0,4970.0,1940.0,1788.0,195.0,8.5,249.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
220,1870000.0,2023.0,14000.0,4.0,5.0,4644.0,1814.0,1493.0,180.0,13.2,113.0,6150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
221,1600000.0,2020.0,29000.0,5.0,5.0,4310.0,1780.0,1680.0,179.16184971098264,11.22996845425868,108.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
222,3780000.0,2023.0,13000.0,5.0,5.0,4605.0,1878.0,1643.0,210.0,7.4,200.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
223,7870000.0,2023.0,5000.0,5.0,7.0,5315.0,1985.0,1820.0,200.0,6.6,394.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
224,1880000.0,2021.0,53000.0,5.0,5.0,4472.0,1841.0,1574.0,185.0,9.8,143.0,6000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
225,2880000.0,2024.0,7000.0,5.0,5.0,4544.0,1831.0,1713.0,188.03164556962025,10.178483835005618,177.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
227,2070000.0,2020.0,25000.0,5.0,5.0,4330.0,1800.0,1609.0,190.0,8.4,150.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
228,4720000.0,2023.0,1000.0,5.0,5.0,4770.0,1895.0,1689.0,215.0,7.7,238.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
229,1190000.0,2018.0,109000.0,5.0,5.0,4631.0,1893.0,1694.0,180.0,9.8,149.0,5500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
